time,tavg,tmin,tmax,prcp,,,
01-01-1990,7.2,,18.1,0,,,
01-02-1990,10.5,,17.2,0,,,
01-03-1990,10.2,1.8,18.6,,,,
01-04-1990,9.1,,19.3,0,,,
01-05-1990,13.5,,23.8,0,,,
01-06-1990,11.5,5.9,21.4,0,,,
01-07-1990,14.2,5.4,23.6,0,,,
01-08-1990,17.1,,24.6,0,,,
01-09-1990,11.1,,24.6,0,,,
01-10-1990,14.8,4.1,23.6,0,,,
01-11-1990,12.9,5.1,23.6,0,,,
01-12-1990,12.5,7.3,21.1,0,,,
01-13-1990,15.3,,,0,,,
01-14-1990,17.3,6.9,28.2,0,,,
01-15-1990,16.5,9,24.9,0,,,
01-16-1990,15.8,,24.9,0,,,
01-17-1990,17.6,,26.9,0,,,
01-18-1990,19.9,13,29.5,0,,,
01-19-1990,20.5,13,29.5,,,,
01-20-1990,17.5,10.7,28.7,0,,,
01-21-1990,18.6,,26.4,0,,,
01-22-1990,20,10.8,28.3,0,,,
01-23-1990,18.8,13.2,28.9,0,,,
01-24-1990,18.4,,28.9,0,,,
01-25-1990,18.9,,26.2,,,,
01-26-1990,18.9,,27.9,0,,,
01-27-1990,18.9,9.8,29.9,0,,,
01-28-1990,20.7,,28.8,0,,,
01-29-1990,21.4,,28.8,0,,,
01-30-1990,15.6,,26.2,0,,,
01-31-1990,17.1,10,26.2,0,,,
02-01-1990,17.5,,27.7,0,,,
02-02-1990,15.2,,27.7,0,,,
02-03-1990,,,,,,,
02-04-1990,17.4,,24.6,0,,,
02-05-1990,16.2,9.2,,23.9,,,
02-06-1990,15.2,,,0,,,
02-07-1990,20.7,10.1,25.9,0,,,
02-08-1990,20.7,12.9,26.1,,,,
02-09-1990,20.3,,27.8,0,,,
02-10-1990,19.9,,27.8,0,,,
02-11-1990,20.7,13,29,0,,,
02-12-1990,20,12.8,27.9,,,,
02-13-1990,17,,19.7,,,,
02-14-1990,18,,23.4,0,,,
02-15-1990,16.8,10.5,24.1,0,,,
02-16-1990,16.6,10.1,23.8,0,,,
02-17-1990,17.5,8.3,25.3,0,,,
02-18-1990,16,13.2,25.3,12.7,,,
02-19-1990,17.1,12.1,23.7,0,,,
02-20-1990,17.3,11.5,,0,,,
02-21-1990,17.5,10.4,24.9,0,,,
02-22-1990,17.6,,25.3,0,,,
02-23-1990,17.5,9.5,26.6,0,,,
02-24-1990,16.5,,26.6,,,,
02-25-1990,17.8,12.5,23.3,7.1,,,
02-26-1990,19.5,,25.7,2.3,,,
02-27-1990,17.4,14.9,,0,,,
02-28-1990,18.3,14.3,25.8,7.4,,,
03-01-1990,17.5,,25.8,0,,,
03-02-1990,15.5,,24.9,0,,,
03-03-1990,16.8,,23.7,0,,,
03-04-1990,17,8.3,25.8,0,,,
03-05-1990,18.8,,25.9,,,,
03-06-1990,18.2,,27,0,,,
03-07-1990,18.6,11.3,27.4,0,,,
03-08-1990,20.2,10.3,29,0,,,
03-09-1990,22.7,11.1,30.1,0,,,
03-10-1990,21,,31.1,0,,,
03-11-1990,23.7,,30.4,0,,,
03-12-1990,21.8,14.6,30.4,,,,
03-13-1990,22.3,12.9,30.3,0,,,
03-14-1990,22.5,,30.3,0,,,
03-15-1990,22.8,15.1,31,0,,,
03-16-1990,25.2,15.2,32,,,,
03-17-1990,25.3,16.5,33.1,0,,,
03-18-1990,26.4,,34.1,0,,,
03-19-1990,26,17.4,36.2,0,,,
03-20-1990,26.3,17.8,36.2,0,,,
03-21-1990,25.8,17.5,36.1,0,,,
03-22-1990,26.4,18.9,35.6,0,,,
03-23-1990,24.7,,35.4,0.8,,,
03-24-1990,20.7,,29.2,0,,,
03-25-1990,21.2,10.2,30.7,0,,,
03-26-1990,21.9,,30.6,0,,,
03-27-1990,23.3,16.2,29.9,,,,
03-28-1990,23.6,17.1,30.2,0,,,
03-29-1990,23.5,16.6,31.8,0,,,
03-30-1990,26.5,16.5,34.9,0,,,
03-31-1990,,,,,,,
04-01-1990,24.9,,32.1,0,,,
04-02-1990,24.5,,30.9,0,,,
04-03-1990,23.5,12.9,,0,,,
04-04-1990,24.3,13.7,,0,,,
04-05-1990,,,,,,,
04-06-1990,26.2,,33.9,0,,,
04-07-1990,28,,34.9,0,,,
04-08-1990,28.7,,36.6,,,,
04-09-1990,25.3,20.3,36.6,,,,
04-10-1990,29.7,18.1,36.9,,,,
04-11-1990,33.3,,40,,,,
04-12-1990,27.8,,40,0,,,
04-13-1990,30.2,,38.9,0,,,
04-14-1990,27.8,,38.9,0,,,
04-15-1990,29.2,,37.4,0,,,
04-16-1990,29.4,20.2,,,,,
04-17-1990,32.5,,41.1,0,,,
04-18-1990,,,,,,,
04-19-1990,,,,,,,
04-20-1990,,,,,,,
04-21-1990,32.1,,41.3,0,,,
04-22-1990,,,,,,,
04-23-1990,30,,42.1,0,,,
04-24-1990,34.3,22.7,41.7,0,,,
04-25-1990,29.7,22.4,42.3,0,,,
04-26-1990,33.4,,42.3,0,,,
04-27-1990,28.9,,41.8,0,,,
04-28-1990,29.9,,36.4,0,,,
04-29-1990,32.7,21.1,40,0,,,
04-30-1990,28.7,,40,0,,,
05-01-1990,28.3,20.7,37.2,0,,,
05-02-1990,28.3,,37,,,,
05-03-1990,31.2,,38.8,0,,,
05-04-1990,27.8,,38.8,0,,,
05-05-1990,28.3,,35.3,0,,,
05-06-1990,25.3,,36.5,,,,
05-07-1990,28.4,,36.5,0,,,
05-08-1990,31.7,,37.7,0,,,
05-09-1990,30.8,,39.4,0,,,
05-10-1990,33.9,26.7,39.4,0,,,
05-11-1990,29.4,,39.4,,,,
05-12-1990,30.7,,40,0,,,
05-13-1990,31.9,,37.7,0,,,
05-14-1990,31.5,,,0,,,
05-15-1990,34.2,,40.1,0,,,
05-16-1990,34.5,,41,0,,,
05-17-1990,30.7,,41,0,,,
05-18-1990,30.5,,40.5,5.6,,,
05-19-1990,33,,38.7,0,,,
05-20-1990,31.2,,40.2,0,,,
05-21-1990,34.7,25.7,40.2,0.5,,,
05-22-1990,31,27.1,40.4,0,,,
05-23-1990,33,25.9,40.7,0,,,
05-24-1990,34.5,,38.9,,,,
05-25-1990,33.7,26,38.9,0,,,
05-26-1990,32.1,26.9,40.6,0,,,
05-27-1990,,,,,,,
05-28-1990,,,,,,,
05-29-1990,,,,,,,
05-30-1990,33,,38.6,0,,,
05-31-1990,35.4,28.7,41.1,0,,,
06-01-1990,37.4,,40.6,,,,
06-02-1990,35.7,,43.1,0,,,
06-03-1990,36.8,,43.1,0,,,
06-04-1990,35,27.6,43.5,0,,,
06-05-1990,,,,,,,
06-06-1990,38.1,,43.9,0,,,
06-07-1990,37.2,,43.4,,,,
06-08-1990,37.3,28.6,43.4,0,,,
06-09-1990,35.6,,43.1,,,,
06-10-1990,34.5,,43,0,,,
06-11-1990,35.3,,41.3,0,,,
06-12-1990,36.6,,41.5,,,,
06-13-1990,31.4,,41.5,,,,
06-14-1990,36.9,,41.4,,,,
06-15-1990,32.4,,37.2,,,,
06-16-1990,,,,,,,
06-17-1990,,,,,,,
06-18-1990,32.4,,40,0,,,
06-19-1990,,,,,,,
06-20-1990,29.4,,37.2,3,,,
06-21-1990,,,,,,,
06-22-1990,28.3,,34.1,,,,
06-23-1990,29.6,,33.4,0,,,
06-24-1990,30,,33.7,,,,
06-25-1990,32.6,,37.6,0,,,
06-26-1990,31.9,,37.6,,,,
06-27-1990,29.5,,36.5,1,,,
06-28-1990,30,28.3,34.7,0,,,
06-29-1990,30.4,,35.3,0.5,,,
06-30-1990,31,,35.1,0,,,
07-01-1990,30.4,,36.2,0,,,
07-02-1990,29.5,,34.1,,,,
07-03-1990,30.3,,,,,,
07-04-1990,,,,,,,
07-05-1990,28.5,,31.1,19.3,,,
07-06-1990,29.7,,,0,,,
07-07-1990,30.7,,35.3,0.3,,,
07-08-1990,28.3,25.9,35.3,6.4,,,
07-09-1990,26.5,25.3,29,36.3,,,
07-10-1990,28,,31.2,11.7,,,
07-11-1990,30.1,,,10.7,,,
07-12-1990,29.9,27.1,34.8,0,,,
07-13-1990,28.8,,33.6,,,,
07-14-1990,27.9,,,,,,
07-15-1990,28.8,,,0,,,
07-16-1990,,,,,,,
07-17-1990,,,,,,,
07-18-1990,29.9,,34.8,,,,
07-19-1990,28.7,,34.8,76.7,,,
07-20-1990,28.2,,32.9,0,,,
07-21-1990,28,,32.9,40.1,,,
07-22-1990,26.6,,32.6,8.9,,,
07-23-1990,29.3,,32.6,35.8,,,
07-24-1990,29.1,,33.1,18.8,,,
07-25-1990,29.7,,,2.3,,,
07-26-1990,28.5,,34.2,0,,,
07-27-1990,27.4,,34.1,3.6,,,
07-28-1990,26.3,,30.3,46.7,,,
07-29-1990,26,24.1,27.8,125,,,
07-30-1990,27.3,,28.3,25.7,,,
07-31-1990,28.8,,33.5,25.9,,,
08-01-1990,28.9,,34.3,1.5,,,
08-02-1990,,,,,,,
08-03-1990,28.2,26.3,,0.8,,,
08-04-1990,28.8,,32.6,9.9,,,
08-05-1990,30.6,,33.7,0,,,
08-06-1990,28.4,,34.3,,,,
08-07-1990,27.8,24.4,32.9,,,,
08-08-1990,29,,32.9,,,,
08-09-1990,28,,33.7,,,,
08-10-1990,28.9,26.5,,,,,
08-11-1990,27,,34.2,,,,
08-12-1990,27.7,,30.5,,,,
08-13-1990,27.6,24.6,30.9,,,,
08-14-1990,27.4,,29.8,,,,
08-15-1990,30,25.3,34.1,,,,
08-16-1990,29.7,,34.1,,,,
08-17-1990,28.8,,33.5,0,,,
08-18-1990,29.2,,33.5,0.3,,,
08-19-1990,30.7,26.9,34.7,0,,,
08-20-1990,30,,,0,,,
08-21-1990,33,,36.5,,,,
08-22-1990,30.8,,36.5,,,,
08-23-1990,30.3,,33.9,,,,
08-24-1990,30.3,,34.5,0,,,
08-25-1990,30.5,26.3,34.1,,,,
08-26-1990,29.9,,34.4,,,,
08-27-1990,28.5,,34.4,0,,,
08-28-1990,28.3,,34.9,1.3,,,
08-29-1990,30.7,25.5,,0,,,
08-30-1990,30.2,,,0,,,
08-31-1990,30.5,26,35.3,0,,,
09-01-1990,31.8,,37.5,0,,,
09-02-1990,29.7,26.1,38.1,0,,,
09-03-1990,,,,,,,
09-04-1990,,,,,,,
09-05-1990,,,,,,,
09-06-1990,,,,,,,
09-07-1990,,,,,,,
09-08-1990,,,,,,,
09-09-1990,,,,,,,
09-10-1990,29.6,,35,0.3,,,
09-11-1990,28.7,,34.5,1.5,,,
09-12-1990,27.7,,34.5,222,,,
09-13-1990,27,,,10.4,,,
09-14-1990,29.3,,34.3,13.5,,,
09-15-1990,27.7,25.7,31.2,0,,,
09-16-1990,28.8,,32.9,14,,,
09-17-1990,27.9,24.8,32.9,0,,,
09-18-1990,26.9,24.7,30.7,,,,
09-19-1990,26.9,,31.3,,,,
09-20-1990,28.5,,32.7,,,,
09-21-1990,27.6,24.9,32.7,1.5,,,
09-22-1990,27.3,,32.7,1,,,
09-23-1990,26.5,,,0,,,
09-24-1990,27,,32.8,,,,
09-25-1990,26.3,,30.1,,,,
09-26-1990,26.9,,31.5,0,,,
09-27-1990,28.4,,32.7,0,,,
09-28-1990,28.5,,,0,,,
09-29-1990,28.7,,34.5,0,,,
09-30-1990,27.9,,34.5,0,,,
10-01-1990,26.8,,34.7,54.9,,,
10-02-1990,28.5,,,7.6,,,
10-03-1990,27.3,,33.7,0,,,
10-04-1990,27.3,,34.1,0,,,
10-05-1990,28.2,,33.1,0,,,
10-06-1990,28.5,,33.7,0,,,
10-07-1990,28.7,,35.1,0,,,
10-08-1990,,,,,,,
10-09-1990,26.6,,,0,,,
10-10-1990,27.6,,33.1,,,,
10-11-1990,27.2,,34.1,0,,,
10-12-1990,26.6,21.9,34.4,0,,,
10-13-1990,24,21.1,,0,,,
10-14-1990,24.6,,33.7,0,,,
10-15-1990,24.3,19.7,31.9,0,,,
10-16-1990,25.5,,33.5,0,,,
10-17-1990,25.4,,33.5,0,,,
10-18-1990,24.2,,32.5,0,,,
10-19-1990,25.8,18.9,33.4,0,,,
10-20-1990,26.8,19.3,,,,,
10-21-1990,24.4,,33.2,0,,,
10-22-1990,22.2,,33.2,0,,,
10-23-1990,19.2,13.5,,0,,,
10-24-1990,19,,31.3,0,,,
10-25-1990,22,,32.9,0,,,
10-26-1990,21,16.1,,0,,,
10-27-1990,22.7,14.3,31.5,0,,,
10-28-1990,22,,31.3,0,,,
10-29-1990,22.6,,,,,,
10-30-1990,18.3,13.7,31.8,0,,,
10-31-1990,22.7,13.9,31.8,0,,,
11-01-1990,21.4,,31.4,0,,,
11-02-1990,22.7,,31.5,0,,,
11-03-1990,20,,31.5,0,,,
11-04-1990,22.6,14.3,32.2,0,,,
11-05-1990,22.5,,32.2,0,,,
11-06-1990,22.2,,32,0,,,
11-07-1990,21.1,,,0,,,
11-08-1990,20.7,,30.3,0,,,
11-09-1990,19.9,,30.7,0,,,
11-10-1990,19.9,,30.7,0,,,
11-11-1990,22.5,,32.8,0,,,
11-12-1990,21.3,,32.8,0,,,
11-13-1990,21.5,,32.7,0,,,
11-14-1990,21.1,,32.7,0,,,
11-15-1990,21.5,,32.2,0,,,
11-16-1990,17.5,,32.2,0,,,
11-17-1990,19.7,,30.7,0,,,
11-18-1990,17.7,,,0,,,
11-19-1990,,,,,,,
11-20-1990,,,,,,,
11-21-1990,,,,,,,
11-22-1990,,,,,,,
11-23-1990,,,,,,,
11-24-1990,,,,,,,
11-25-1990,,,,,,,
11-26-1990,,,,,,,
11-27-1990,,,,,,,
11-28-1990,19.8,12,29.7,,,,
11-29-1990,13,,27.4,,,,
11-30-1990,,,,,,,
12-01-1990,,,,,,,
12-02-1990,15.4,,26.5,0,,,
12-03-1990,17.6,,27.4,0,,,
12-04-1990,16.3,,26.3,,,,
12-05-1990,17.8,,26.3,0,,,
12-06-1990,15.8,8.5,26.2,0,,,
12-07-1990,14,,25.6,0,,,
12-08-1990,15.3,6.2,25.7,0,,,
12-09-1990,14.7,,,,,,
12-10-1990,17,,25.9,0,,,
12-11-1990,15.9,,,0,,,
12-12-1990,17,,26.1,0,,,
12-13-1990,17.1,,,0,,,
12-14-1990,17,9.9,26.8,0,,,
12-15-1990,15.2,,26.9,0,,,
12-16-1990,17.1,,26.9,0,,,
12-17-1990,17.9,,26.6,,,,
12-18-1990,17,,,0,,,
12-19-1990,,,,,,,
12-20-1990,,,,,,,
12-21-1990,,,,,,,
12-22-1990,15.4,,22.9,0,,,
12-23-1990,13,,23.4,0,,,
12-24-1990,15,,23.6,0,,,
12-25-1990,17.2,,25.9,,,,
12-26-1990,15,7.9,25.9,0,,,
12-27-1990,,,,,,,
12-28-1990,,,,,,,
12-29-1990,,,,,,,
12-30-1990,15.4,,24.2,6.6,,,
12-31-1990,16.8,,24.3,11.4,,,
01-01-1991,11.5,,24.3,0.5,,,
01-02-1991,11.1,,17.3,0,,,
01-03-1991,10.5,3.3,,0,,,
01-04-1991,13.6,6.3,20.2,,,,
01-05-1991,10.5,,22,0,,,
01-06-1991,11.8,4.6,22.9,0,,,
01-07-1991,13.5,3.9,23.3,0,,,
01-08-1991,14,,21.3,0.3,,,
01-09-1991,14.7,,23.2,0,,,
01-10-1991,13.8,,23.2,0,,,
01-11-1991,12.7,6.3,23.5,0,,,
01-12-1991,14.1,,23.5,0,,,
01-13-1991,13.1,6.9,21.4,0,,,
01-14-1991,12.7,,21.9,0,,,
01-15-1991,11.5,3.8,21.9,0,,,
01-16-1991,11.4,,21.1,0,,,
01-17-1991,13.4,,21.1,0,,,
01-18-1991,12.8,4.5,21.7,0,,,
01-19-1991,10.6,4.4,21.7,0,,,
01-20-1991,13.7,,22.5,0,,,
01-21-1991,13.2,,23.9,0,,,
01-22-1991,13.3,,24.9,0,,,
01-23-1991,13.2,6.3,24.9,0,,,
01-24-1991,15.7,,25.5,0,,,
01-25-1991,15.4,,25.7,0,,,
01-26-1991,17.9,,,0,,,
01-27-1991,17.5,10.1,26.2,0,,,
01-28-1991,17.8,9.8,27.9,0,,,
01-29-1991,18.3,,29.2,0,,,
01-30-1991,18,10.5,27.5,0,,,
01-31-1991,19,9.3,28.1,0,,,
02-01-1991,19.5,,28.1,0,,,
02-02-1991,14.8,9.5,25,0,,,
02-03-1991,16.3,6.7,24.8,0,,,
02-04-1991,16.8,7.8,27.1,0,,,
02-05-1991,17.3,,27.1,0,,,
02-06-1991,17.3,10.4,28,0,,,
02-07-1991,,,,,,,
02-08-1991,20.5,12,28.7,0,,,
02-09-1991,18.2,12.6,29.5,,,,
02-10-1991,21.7,,31.4,0,,,
02-11-1991,22.8,,31.4,0,,,
02-12-1991,20.6,8.6,29.5,0,,,
02-13-1991,19.4,,26.5,0,,,
02-14-1991,19.7,,27.5,0,,,
02-15-1991,18.3,,27.5,0,,,
02-16-1991,16.9,9.2,26.1,0,,,
02-17-1991,18.3,,26.1,0,,,
02-18-1991,17.7,,26.8,0,,,
02-19-1991,18.1,,24.7,0,,,
02-20-1991,18.3,,,0,,,
02-21-1991,21.7,11,29.7,0,,,
02-22-1991,23.7,,32.9,0,,,
02-23-1991,20.8,,26.9,,,,
02-24-1991,21.5,,,,,,
02-25-1991,19.5,16.6,30.2,6.9,,,
02-26-1991,17.4,,25.2,24.4,,,
02-27-1991,19.5,,26.8,1,,,
02-28-1991,22.4,15.8,27.6,0,,,
03-01-1991,19.9,12.9,28.5,0,,,
03-02-1991,19.7,10.7,28.3,0,,,
03-03-1991,21.3,,31.1,0,,,
03-04-1991,21,16.7,28.3,,,,
03-05-1991,19.9,,28.3,8.9,,,
03-06-1991,19.9,14.6,27.3,0,,,
03-07-1991,18.9,,26.8,0,,,
03-08-1991,18.4,,,0,,,
03-09-1991,21.4,14.9,31.2,0,,,
03-10-1991,24.3,14.8,33.3,0,,,
03-11-1991,24.4,,33.7,0,,,
03-12-1991,25,15.3,33.7,,,,
03-13-1991,,,,,,,
03-14-1991,,,,,,,
03-15-1991,,,,,,,
03-16-1991,24.3,17.1,33.6,,,,
03-17-1991,24.1,,34.1,0,,,
03-18-1991,26,13.3,,,,,
03-19-1991,26.7,,,0,,,
03-20-1991,25.3,17.5,37.4,,,,
03-21-1991,,,,,,,
03-22-1991,,,,,,,
03-23-1991,21.8,,31.9,,,,
03-24-1991,19.5,14.6,31.9,3.3,,,
03-25-1991,21.2,13.6,30.7,0,,,
03-26-1991,19.3,,32.7,0,,,
03-27-1991,28.3,,,,,,
03-28-1991,25.1,18,35.1,0,,,
03-29-1991,28.9,19.9,37,0,,,
03-30-1991,29,,38.2,0,,,
03-31-1991,30,,38.9,0,,,
04-01-1991,28.3,20.8,38.9,0,,,
04-02-1991,32.3,24.1,39.7,,,,
04-03-1991,31.5,23.1,37.1,0.5,,,
04-04-1991,,,,,,,
04-05-1991,,,,,,,
04-06-1991,,,,,,,
04-07-1991,,,,,,,
04-08-1991,,,,,,,
04-09-1991,,,,,,,
04-10-1991,,,,,,,
04-11-1991,,,,,,,
04-12-1991,,,,,,,
04-13-1991,,,,,,,
04-14-1991,27.1,22.6,37.1,0,,,
04-15-1991,28.2,,37.3,0,,,
04-16-1991,28.9,,,0,,,
04-17-1991,25.6,16.1,35.9,0,,,
04-18-1991,25.4,18,33.6,0,,,
04-19-1991,27.3,,36.6,0,,,
04-20-1991,28.5,18,39,0,,,
04-21-1991,29.6,18.5,39.9,0,,,
04-22-1991,31.9,19.2,42.1,0,,,
04-23-1991,32.2,,42.1,0,,,
04-24-1991,31.2,,39.1,0,,,
04-25-1991,31.2,21.2,39.5,0,,,
04-26-1991,28.9,18.7,40.6,0,,,
04-27-1991,31.3,,42.4,0,,,
04-28-1991,34.6,21.3,41.7,,,,
04-29-1991,32.4,,39.9,0,,,
04-30-1991,31.5,21.7,41.7,0,,,
05-01-1991,34.7,,42.8,,,,
05-02-1991,33.4,,42.8,1.5,,,
05-03-1991,32,27.3,40.9,0,,,
05-04-1991,30.9,,41.9,0,,,
05-05-1991,34.9,,43.2,0,,,
05-06-1991,36.8,,43.2,0,,,
05-07-1991,32.3,25.7,42.8,0,,,
05-08-1991,34.5,,42.6,0,,,
05-09-1991,34.2,,42.7,0,,,
05-10-1991,33.4,,,0,,,
05-11-1991,29.7,23.3,40.8,0,,,
05-12-1991,31.3,21.6,41.2,0,,,
05-13-1991,33.9,,42.4,0,,,
05-14-1991,36.4,,43.6,0,,,
05-15-1991,,,,,,,
05-16-1991,32.7,25.5,43.1,0,,,
05-17-1991,32.7,,42.1,0,,,
05-18-1991,34.7,,42.1,,,,
05-19-1991,32.8,27.2,42.1,0,,,
05-20-1991,31.9,28.4,41.1,0,,,
05-21-1991,35,,41.1,,,,
05-22-1991,34.7,,41.1,0,,,
05-23-1991,,,,,,,
05-24-1991,35.9,27.5,44.2,0,,,
05-25-1991,34.2,,44.2,0,,,
05-26-1991,35,,42.5,0,,,
05-27-1991,34.8,,42.5,0,,,
05-28-1991,33.1,27.5,41.3,4.1,,,
05-29-1991,35.5,,42.8,0,,,
05-30-1991,33.3,,42.8,0,,,
05-31-1991,31.7,,,0,,,
06-01-1991,32.5,26.9,41,0,,,
06-02-1991,32.5,,39.1,,,,
06-03-1991,32.9,,39.6,0,,,
06-04-1991,34.4,28.2,40.1,0,,,
06-05-1991,33.7,27.7,40.1,0,,,
06-06-1991,32.5,,39.1,0,,,
06-07-1991,31.7,,39.1,0,,,
06-08-1991,30.8,,38.9,,,,
06-09-1991,31.1,,36.4,0,,,
06-10-1991,29.4,,36.4,,,,
06-11-1991,28.2,,34.9,0.5,,,
06-12-1991,27.9,,34.9,24.6,,,
06-13-1991,30.8,,34.7,0,,,
06-14-1991,30.3,,35.5,0.5,,,
06-15-1991,32.1,,37.9,0,,,
06-16-1991,35.2,,41.2,0,,,
06-17-1991,32.7,,41.2,,,,
06-18-1991,31.7,,40.3,2.8,,,
06-19-1991,32.2,,39.4,0,,,
06-20-1991,31.2,27.3,38.8,,,,
06-21-1991,33.7,26.3,40.8,0,,,
06-22-1991,33.6,,41.2,0,,,
06-23-1991,34.2,26.4,41.2,0,,,
06-24-1991,35.5,28.2,42.6,0,,,
06-25-1991,36.2,27.9,43.3,0,,,
06-26-1991,35.8,,43.3,0,,,
06-27-1991,35.2,,43.1,0,,,
06-28-1991,34.9,,40.4,0,,,
06-29-1991,34.2,29,40.7,0,,,
06-30-1991,28.2,,39.7,1.8,,,
07-01-1991,32,,,0,,,
07-02-1991,35.4,27.7,40.8,0,,,
07-03-1991,34.4,,40.8,0,,,
07-04-1991,33.8,,41.1,0,,,
07-05-1991,33,,41.1,0,,,
07-06-1991,33.7,27.6,42.5,,,,
07-07-1991,32.8,,42.5,0,,,
07-08-1991,32.5,,41.3,0.5,,,
07-09-1991,32.7,,38,0,,,
07-10-1991,32.6,26.8,37.9,0,,,
07-11-1991,29.2,,36.1,,,,
07-12-1991,27.4,,34.7,,,,
07-13-1991,30.9,,36.5,,,,
07-14-1991,29.5,,36.5,0,,,
07-15-1991,30.2,26.3,36.1,11.4,,,
07-16-1991,31.7,,37.5,0,,,
07-17-1991,32.9,,37.5,0,,,
07-18-1991,30.8,27.1,36.6,0,,,
07-19-1991,30.1,27.5,34.6,0,,,
07-20-1991,30.4,,34.9,,,,
07-21-1991,30.8,,35.5,0,,,
07-22-1991,32,26.8,38,0,,,
07-23-1991,30.7,27.1,38,,,,
07-24-1991,31.7,,37.6,0,,,
07-25-1991,31.1,,36.6,,,,
07-26-1991,33.3,26.3,38.4,1.3,,,
07-27-1991,32.9,27.1,38.9,0,,,
07-28-1991,31.5,,38.9,1,,,
07-29-1991,32.3,,37.5,0.8,,,
07-30-1991,30.8,28,37.5,0,,,
07-31-1991,29.8,26.2,34.9,0,,,
08-01-1991,28.5,,33.6,,,,
08-02-1991,28.2,,31.9,21.3,,,
08-03-1991,28.6,25.9,32.1,6.9,,,
08-04-1991,25.9,24.1,32.1,13.2,,,
08-05-1991,25.5,24.1,28,135.9,,,
08-06-1991,28.3,24.6,31.9,27.2,,,
08-07-1991,29.7,,,0,,,
08-08-1991,28.6,,34.5,,,,
08-09-1991,27.7,,34.5,0,,,
08-10-1991,29.8,24.4,34.3,35.1,,,
08-11-1991,31,26.9,35.3,0,,,
08-12-1991,31.5,27.8,36.1,0,,,
08-13-1991,30.4,27.3,36.1,0,,,
08-14-1991,30.3,,34.5,,,,
08-15-1991,,,,,,,
08-16-1991,28.2,26.1,33.8,19.6,,,
08-17-1991,,,,,,,
08-18-1991,25.9,24.7,27.9,84.6,,,
08-19-1991,27.6,25.3,33.2,26.2,,,
08-20-1991,28.3,26.4,33.2,3.8,,,
08-21-1991,30.4,25.9,34,8.9,,,
08-22-1991,27.2,25.5,35.3,0,,,
08-23-1991,,,,,,,
08-24-1991,27.5,,32.1,,,,
08-25-1991,28.2,25.8,32.1,,,,
08-26-1991,29,25.3,32.6,6.4,,,
08-27-1991,27.3,25.1,32.9,7.1,,,
08-28-1991,26.7,23.5,32.9,33,,,
08-29-1991,27.8,25.6,31.7,0.3,,,
08-30-1991,28,25.4,33.1,35.1,,,
08-31-1991,29.2,25.2,33.9,0.3,,,
09-01-1991,27.3,25.5,33.9,0,,,
09-02-1991,29.3,25.5,,55.6,,,
09-03-1991,27.6,24.9,33.6,0.8,,,
09-04-1991,,,,,,,
09-05-1991,25.9,,29.1,,,,
09-06-1991,26.4,24.7,30.9,,,,
09-07-1991,26.8,24.3,31.7,,,,
09-08-1991,28,23.5,33.1,69.1,,,
09-09-1991,,,,,,,
09-10-1991,,,,,,,
09-11-1991,27.9,25.4,33.5,1.3,,,
09-12-1991,29.6,24.7,34.4,5.1,,,
09-13-1991,27.3,,32.1,0,,,
09-14-1991,28,,34.7,5.1,,,
09-15-1991,27.3,24.5,33.3,0,,,
09-16-1991,28.7,24.6,34.1,5.1,,,
09-17-1991,29.1,25.5,34.1,0.3,,,
09-18-1991,,,,,,,
09-19-1991,28.2,25.3,34.4,0,,,
09-20-1991,28.6,24.7,35.1,0,,,
09-21-1991,29.2,24.9,35.1,0,,,
09-22-1991,28.8,24.3,35,0,,,
09-23-1991,29.5,24.1,35.1,0,,,
09-24-1991,28.2,23.1,35.7,0,,,
09-25-1991,28.9,22.5,35.7,0,,,
09-26-1991,28.5,24.4,35.7,0,,,
09-27-1991,30.7,23.8,35.7,,,,
09-28-1991,29.7,24.7,35.1,0,,,
09-29-1991,26.9,20.9,34.9,0,,,
09-30-1991,26.5,,34.3,0,,,
10-01-1991,25.8,,34.3,0,,,
10-02-1991,24.2,,34.3,0,,,
10-03-1991,23.7,,,0,,,
10-04-1991,26.5,17.8,34.1,,,,
10-05-1991,24.9,19.7,35,0,,,
10-06-1991,26.8,21.6,35,0,,,
10-07-1991,,,,,,,
10-08-1991,26.3,19.1,34.9,,,,
10-09-1991,27.8,19.2,35.3,,,,
10-10-1991,24.7,18.5,35.3,0,,,
10-11-1991,25.2,,34.9,0,,,
10-12-1991,25.3,17,34.9,0,,,
10-13-1991,25,16.6,34.5,0,,,
10-14-1991,24.2,16.2,35.3,0,,,
10-15-1991,25,17.2,35.3,0,,,
10-16-1991,25.2,,35,0,,,
10-17-1991,25.2,17.4,35,0,,,
10-18-1991,23.3,,34.7,0,,,
10-19-1991,23.3,,32.7,0,,,
10-20-1991,24.7,,32.1,0,,,
10-21-1991,20.2,,33.4,0,,,
10-22-1991,21.7,15.2,33.4,0,,,
10-23-1991,27.7,15.4,33.3,,,,
10-24-1991,23.8,16.3,,0,,,
10-25-1991,23.5,,32.9,0,,,
10-26-1991,25.2,,33,,,,
10-27-1991,24.8,,32.4,0,,,
10-28-1991,23.4,16.3,32.4,0,,,
10-29-1991,23.4,,32.5,0,,,
10-30-1991,21.9,15.6,32.5,0,,,
10-31-1991,24,15.2,32.7,0,,,
